Day,Normalized Mean Delivery
104,0.9990522391800278
105,0.7785845220498966
106,0.0
107,0.62110758124266
108,0.25474211012935344
109,0.7670053352258351
110,0.9291139507626964
111,1.2199831237831216
112,0.9142925916278976
113,0.0
114,0.5581168049197652
115,0.37840782541033047
116,1.1092860977450936
117,1.5108522968035472
118,0.2704898042100771
119,0.6952143769166537
120,0.0
121,0.7095725685784899
122,0.6174022414589603
123,1.2148882815805346
124,1.1611608547168892
125,0.4798415019891094
126,1.3353118245507745
127,0.0
128,0.6081388919997109
129,0.9351351279112082
130,0.9606093389241437
131,0.5581168049197652
132,0.39647135685586643
133,0.602117714851199
134,0.0
135,0.7392152868480875
136,1.345964676428911
137,1.0699168625432844
138,0.4261140751254639
139,0.6044335522160114
140,1.12179161951508
141,0.0
142,0.6683506634848309
143,0.9809887077344919
144,0.8883552131419997
145,1.3232694702537506
146,1.358007030725935
147,1.4436930132239905
148,0.0
149,0.9059555771145733
150,1.3005742640785898
151,0.5905385280271376
152,0.9101240843712355
153,1.0940015711373323
154,1.0699168625432844
155,0.0
156,0.755889315874736
157,1.3862602465766451
158,0.2630791246426777
159,1.1894140705675993
160,0.920776936249372
161,0.6678874960118685
162,0.0
163,1.4492510228995399
164,1.0810328818943835
165,0.8022060631709821
166,0.838333126062054
167,0.7674685026987975
168,0.8128589150491188
169,0.0
170,0.7220780903484764
171,1.8142269915939588
172,1.2139619466346097
173,0.8327751163865045
174,0.47567299473244723
175,1.3871865815225701
176,0.0
177,0.7336572771725379
178,1.0879803939888204
179,1.7665207418788256
180,0.9624620088159935
181,1.24036249259347
182,1.6206229878956504
183,0.0
184,0.9944205644504033
185,1.3589333656718598
186,1.430261156508079
187,0.4034188689503034
188,0.9365246303300957
189,0.6887300322951793
190,0.0
191,0.951809156937857
192,0.8739970214801634
193,0.7086462336325651
194,0.033668712457655806
195,0.1568639250341981
196,0.6187917438778476
197,0.0
198,0.43074574985508857
199,0.23436274131900517
200,0.40805054367992794
201,0.8425016333187161
202,0.3714603133158936
203,0.4891048514483586
204,0.0
205,0.4413986017332251
206,0.7470891338884493
207,0.2033305206305203
208,0.5794225086760384
209,0.9795992053156046
210,0.49651553101575796
211,0.0
212,0.38026049530218026
213,1.3325328197129997
214,0.342743929992221
215,0.40110303158549104
216,0.14589775398317514
217,0.5442217807308913
218,0.0
219,0.5395901060012668
220,0.1473714686698739
221,0.3626601313296068
222,0.21907821471124395
223,0.8281434416568799
224,0.5187475697179561
225,0.0
226,0.33533325042482165
227,1.0564850058273731
228,0.5784961737301135
229,0.3631232988025692
230,0.5984123750674993
231,0.6350026054315338
232,0.0
233,0.4228719028147267
234,0.7035513914299779
235,0.21444653998161933
236,0.8925237203986619
237,0.16020145535407468
238,0.37609198804551813
239,0.0
240,0.7549629809288111
241,1.06157984802996
242,0.19036183138757137
243,0.9078082470064232
244,0.9249454435060341
245,0.9457879797893449
246,0.0
247,0.3496914420866579
248,1.107896595326206
249,0.33533325042482165
250,0.9624620088159935
251,1.5729167381805167
252,1.259352358984931
253,0.0
254,1.279731727795279
255,1.032400297233325
256,0.8068377379006068
257,0.8253644368191051
258,1.630349504827862
259,0.8508386478320404
260,0.0
261,1.3681967151311092
262,1.7155723198529547
263,0.47243082242171
264,0.926798113397884
265,0.891597385452737
266,1.3181746280511635
267,0.0
268,1.351059518631498
269,1.0161894356796388
270,0.7179095830918142
271,0.9652410136537684
272,1.2769527229575044
273,0.7670053352258351
274,0.0
275,0.5405164409471918
276,2.0550740775344387
277,1.4307243239810412
278,1.5099259618576222
279,0.8522281502509278
280,1.4020079406573687
281,0.0
282,1.5089996269116972
283,1.0259159526118506
284,0.7781213545769341
285,0.9606093389241437
286,1.1375393135958038
287,1.6289600024089745
288,0.0
289,1.015263100733714
290,1.29872159418674
291,1.3723652223877714
292,0.6790035153629675
293,0.7137410758351521
294,0.6586241465526192
295,0.0
296,0.5127263925694441
297,2.118991188803258
298,0.9383773002219455
299,1.241288827539395
300,0.8999343999660613
301,0.9629251762889559
302,0.0
303,1.1032649205965817
304,1.555779541680906
305,0.40527153884215317
306,0.8601019972912897
307,0.5243055793935056
308,0.4826205068268842
309,0.0
310,1.53586334034352
311,1.3834812417388704
312,1.5506846994783188
313,0.6387079452152334
314,1.3807022369010957
315,0.8860393757771875
316,0.0
317,0.833238283859467
318,1.8753650980250036
319,0.6109178968374858
320,0.7146674107810771
321,0.6368552753233836
322,1.688708606421132
323,0.0
324,1.5173366414250213
325,1.0347161345981375
326,0.9226296061412218
327,1.080569714421421
328,0.791090043819883
329,1.0277686225037004
330,0.0
331,0.8614914997101771
332,1.7887527805810235
333,0.8434279682646412
334,1.5794010828019913
335,0.8466701405753783
336,1.5576322115727557
337,0.0
338,2.203287668882426
339,2.157897256532105
340,1.395060428562932
341,0.6924353720788788
342,1.484914918317649
343,1.4436930132239905
344,0.0
345,0.7586683207125107
346,1.8610069063631673
347,2.2208880328549996
348,1.4497141903725024
349,2.2380252293546103
350,1.5335475029787076
351,0.0
352,1.7076984728125928
353,1.980967281860445
354,1.623401992733425
355,1.9726302673471205
356,1.5136313016413219
357,2.4149552040262705
358,0.0
359,0.8420384658457537
360,1.5613375513564554
361,1.8693439208764917
362,1.5344738379246325
363,1.7405833633929275
364,2.0018098181437556
365,0.0
